hid,title,type,rating,origination,read,last_read,synonyms,mal,anilist,mangaupdates
WUZYAVVM,Behold the True Villainess,Dropped,0,Manhwa,123,2024-05-02,"不是谁都能当恶女,악녀는 아무나 하나,悪女って簡単なものじゃないからっ！,Cualquiera puede ser una villana,No cualquiera puede convertirse en una Villana,Agnyeoneun Amuna Hana,Not Just Anyone Can Become a Villainess,Хэн ч хорон санаатан байж чадна,Not Just Anybody Can Become a Villainess,Anyone Can Become a Villainess,Voilà la vraie méchante,Ai cũng có thể làm ác nữ,叛逆的神女,To Become a Villainess Is Not for Everyone,Angnyeoneun Amuna Hana,Anyone Can Become a Villainous,To Become a Villainess Is Not for Everyone (Indonesian)",,https://anilist.co/manga/129881,https://www.mangaupdates.com/series/2gpaqm4
YCvUxKBi,Heir of Mythical Heroes,Dropped,0,Manhwa,33,2023-09-20,"Successor of Mythical Heroes,신화급 영웅들의 계승자,El sucesor de los héroes mitologicos,Heir of a Legendary Hero,The Heir of Mythological Heroes,神级英雄们的继承者,落ちこぼれ攻略者、原作者スキルで世界を創る",https://myanimelist.net/manga/160262,https://anilist.co/manga/168400,https://www.mangaupdates.com/series/4gt181y
AKhyZsdz,The Legendary Return,Dropped,0,Manhwa,98,2023-06-18,"회귀의 전설,Return of the Legend,Die Rückkehr der Legende,ตำนานคืนตำแหน่ง,Retorno da lenda,El regreso de la gran leyenda,Le Retour de la Légende,El retorno de una leyenda",https://myanimelist.net/manga/148619,https://anilist.co/manga/142936,https://www.mangaupdates.com/series/u9bixr7
ovE6zgn_,"Life, Once Again!",Dropped,0,Manhwa,36,2023-10-07,"인생, 다시 한 번!,アンコール！人生よ、もう一度",https://myanimelist.net/manga/167920,https://anilist.co/manga/175885,https://www.mangaupdates.com/series/ywx4rbj
ZI8OKYku,The Player Who Can't Level Up,Dropped,0,Manhwa,162,2024-10-08,"无法升级的玩家,레벨업 못하는 플레이어,Игрок, который не может повысить уровень,The Player Who Can't Level Up: O Mestre dos Egos,The Player That Can’t Level Up,Player Who Can't Level Up,Level-Up Motaneun Player,El jugador que no puede subir de nivel,留級玩家,เพลเยอร์เลเวลไม่อัป",https://myanimelist.net/manga/147995,https://anilist.co/manga/130511,https://www.mangaupdates.com/series/uc8601r
nLsPVSdO,Existence,Dropped,0,Manhwa,25,2023-01-07,"존재,Jonjae,Existencia,La Existencia,Reason to Live (Kwangjin),Tồn Tại Vĩnh Hằng,存在,最後の転生,Existence (Gwang Jin)",https://myanimelist.net/manga/150840,https://anilist.co/manga/153987,https://www.mangaupdates.com/series/xilnncr
BQK0GXZ1,Mythic Item Obtained,Dropped,0,Manhwa,83,2023-12-06,"신화급 귀속 아이템을 손에 넣었다,Я получил предмет мифического класса,من یک قطعه درجه اسطوره ای بدست آوردم,Я Здобув Міфичний Предмет,Sinhwageup Gwisok Item-eul Sone Neoeotda,神話級道具入手了！,Eu Obtive um Item Mítico,À moi, l'item légendaire,入手神话级专属装备,พลิกชะตาคว้าไอเทมระดับเทพ,神話級の帰属アイテムを手に入れた,我获得了神级装备,Mythic Item Obtained",https://myanimelist.net/manga/150561,https://anilist.co/manga/151025,https://www.mangaupdates.com/series/itm1ceu
FZhvxiV4,Primal Hunter,Dropped,0,,11,2024-02-14,Pierwotny Łowca,,,
wPdBYO_o,QUESTISM,Dropped,0,Manhwa,94,2023-07-16,"퀘스트지상주의,Квестовое превосходство,Quest Supremacy,Supremacía de las Misiones,QUESTISM,Nhiệm Vụ Diệu Kỳ,Quest Supremacism,Quest 至上主義,クエスト至上主義,任務至上主義,QUESTISM",https://myanimelist.net/manga/148666,https://anilist.co/manga/140837,https://www.mangaupdates.com/series/yik2p1s
9W8qZ7_v,All-Master Necromancer,Dropped,0,Manhwa,23,2023-10-18,"All-Master Necromancer,All Master Necromancer,死灵法师：重生的我全技能精通,オールマスター・ネクロマンサー,ออลมาสเตอร์ เนโครแมนเซอร์,Unrivaled Necromancer,All Master Necromancer,ออลมาสเตอร์ เนโครแมนเซอร์,Ol Maseuteo Nek Romaenseo,オールマスター・ネクロマンサー,全能死靈術師,死灵法师：重生的我全技能精通,Absolute Necromancer,올 마스터 네크로맨서",https://myanimelist.net/manga/160118,https://anilist.co/manga/166635,https://www.mangaupdates.com/series/gpwyxvw
jdUERzlE,Seoul Station Necromancer,Dropped,0,Manhwa,103,2023-11-03,"地铁站的亡灵巫师,Seoul Station's Necromancer,Seoul-yeog Necromancer,ソウル駅のネクロマンサー,เนโครแมนเซอร์แห่งสถานีโซล,서울역 네크로맨서,Seoul Station’s Necromancer,NIGROMANTE DE LA ESTACIÓN DE SEÚL,Некромант города Сеул",https://myanimelist.net/manga/147490,https://anilist.co/manga/140896,https://www.mangaupdates.com/series/z14tk8p
MnVA40wg,Returned by the King,Dropped,0,Manhwa,53,2024-08-27,"Regressing with the King’s Power,Return to the Power of the King,Wang-ui Him-euro Hoegwihada,Return to the King's Power,왕의 힘으로 회귀한다,Regresé con el poder del Rey,以王之力覺醒重生,王の力で回帰する,เกิดใหม่พร้อมพลังแห่งราชัน,以王之力重生,Returned by the King",https://myanimelist.net/manga/164820,https://anilist.co/manga/170724,https://www.mangaupdates.com/series/v9btf4k
cPeftUyr,The Mage: Swallowed the Dragon,Dropped,0,Manhwa,66,2024-07-30,"용을 삼킨 마법사,Swallowing Dragon,Dragon-Devouring Mage,นักเวทผู้กลืนกินมังกร,噬龙魔法师,竜を喰らう魔法士",https://myanimelist.net/manga/161764,https://anilist.co/manga/168287,https://www.mangaupdates.com/series/h5sj9eb
u42UWbPj,The Sweet Life of a Reincarnation Pro,Dropped,0,Manhwa,40,2023-12-09,"Former pro lives an Easy Life,How a Former Pro takes advantage by doing an easy job,Le pro de la réincarnation,转生专家躺赢的方法,プロ転生者が甘い汁を吸う方法,ชีวิตหวานหมูของมือโปรกลับชาติมาเกิด,Mein 101. Leben als Prinz,Sweet Honey of the Reincarnated Pro,전생의 프로가 꿀 빠는 법,転生のプロが甘い蜜を吸う方法,How a Former Pro Takes Advantage by Doing an Easy Job,Jeonsaengui Pro-ga Kkul Ppaneun Beop,How the Pro in His Past Life Sucks the Sweet Honey",https://myanimelist.net/manga/163146,https://anilist.co/manga/168383,https://www.mangaupdates.com/series/w9w1a61
3XyYPrPj,Time-Limited Genius Dark Knight,Dropped,0,Manhwa,80,2024-11-02,"Sihanbu Cheonjae Amheuk Knight,Terminally-Ill Dark Knight,余命宣告された天才暗黒騎士,O gênio cavaleiro negro em condição terminal,อัศวินดำล่าท้าเวลา,身患绝症的天才暗黑骑士,絕症天才暗黑騎士,시한부 천재 암흑기사,Terminally-Ill Genius Dark Knight,Time-Limited Genius Dark Knight,Terminally-Ill Dark Knight (French),El prodigioso caballero oscuro con tiempo limitado",https://myanimelist.net/manga/159015,https://anilist.co/manga/165182,https://www.mangaupdates.com/series/zeu3fx5
4jZ39j6d,World’s Greatest Senior Disciple,Dropped,0,Manhwa,111,2025-01-08,"Unparalleled Senior Brother,천하제일 대사형,天下無双大師兄,天下第一大师兄,天下第一大師兄,World's Greatest Senior Disciple,El mejor discípulo,El mejor discípulo del mundo,El mejor discípulo mayor del mundo",https://myanimelist.net/manga/163668,https://anilist.co/manga/158259,https://www.mangaupdates.com/series/tgv2fez
tgFYRqvb,The Dang Clan's Swordmaster Heir Just Wants a Normal Life,Dropped,0,Manhwa,93,2025-12-16,"Becoming the Sacheon Dang's Swordsmaster-Rank Young Lord,사천당가의 검신급 소가주가 되었다,He Became the Head of the Four Heavenly Dang Family,Becoming the Swordmaster of the Sichuan Tang Clan,Became a Swordsman-Level Sogami of the Sacheondang Family,Becoming the Swordmaster Rank Young Lord of the Sichuan Tang Family,Becoming the Sacheon Tang's Sword God Level Young Lord,Convirtiéndose en el Maestro de Espadas de la Familia Tang,四川唐門的劍神少主,唐门的剑神少主,El surgimiento del nuevo jefe de la Familia Tang de Sichuan,Convirtiéndose en el Joven Señor con rango de Maestro de Espadas de la Familia Tang de Sichuan,He Became the Swordmaster-Rank Young Lord of the Tang Family of Sacheon,Он стал главой семьи Четырех Небесных Дангов",https://myanimelist.net/manga/173090,https://anilist.co/manga/180163,https://www.mangaupdates.com/series/kipfkxw
cd9x_RsS,The Reincarnated Assassin Is a Swordmaster,Dropped,0,Manhwa,31,2023-12-24,"転生した暗殺者は剣術の天才,환생한 암살자는 검술 천재,The Reincarnated Assassin is a Genius Swordsman,重生刺客是天才剑士,Hwansaenghan Amsaljaneun Geomsul Cheonjae,刺客的劍術天才轉生錄,L'Assassin et le Maître épéiste,El asesino reencarnado es un genio de la espada,ชีวิตใหม่ของนักฆ่าคือจอมดาบอัจฉริยะ,El asesino que reencarnó como un genio espadachín",https://myanimelist.net/manga/162380,https://anilist.co/manga/168823,https://www.mangaupdates.com/series/ro0x0up
xMrj7ueC,Boss yeosseum,Dropped,0,Manhwa,96,2024-09-06,"보스였음,Eu costumava ser um Boss!,I Used to A Boss,Ancient Boss of the Abyss,I Used to Be a Boss,(元)ラスボスと申します。,I Was the Final Boss,Boss yeosseum,Bossyeosseum,Я босс,Я был финальным боссом башни,อดีตบอสหอคอย,曾经是最终BOSS",https://myanimelist.net/manga/154119,https://anilist.co/manga/159385,https://www.mangaupdates.com/series/pif01fy
TjV9MRgw,Teenage Mercenary,Dropped,0,Manhwa,224.5,2025-02-09,"少年佣兵,입학용병,พี่ชายสายบอดี้การ์ด,入學傭兵,Tentara Menyamar Jadi Anak SMA,Teenage Mercenary,Söldnereinschreibung,High School Mercenary,Mercenario adolescente,入学傭兵,High School Soldier,Contrato Mercenário,Iphak Yongbyeong,Teenage Mercenary,Mercenary Enrollment,Bạn Học Của Tôi Là Lính Đánh Thuê,Прирождённый наёмник,Liseli Paralı Askerin Macerası",https://myanimelist.net/manga/146966,https://anilist.co/manga/126297,https://www.mangaupdates.com/series/sclnjge
torJGDMC,Hunter Sesang-ui Jeongwonsa,Dropped,0,Manhwa,44,2024-08-12,"헌터 세상의 정원사,Gardener in Hunter's World,ハンター世界の庭師,The Gardener in a Hunter World,คนสวนโลกฮันเตอร์,Gardener of the Hunter World,Hunter World's Gardener,Садовник в мире охотников,Gardener of the Hunter World,Hunter World's Gardener,Садовник в мире охотников,คนสวนโลกฮันเตอร์,헌터세상의 정원사,헌터세상의 정원사",https://myanimelist.net/manga/169536,https://anilist.co/manga/177368,https://www.mangaupdates.com/series/0bxtjle
AyeIl4k6,Junk to King: I Am A Scavenger,Dropped,0,Manhua,44,2024-12-23,"我靠捡垃圾上王者,I Became a King by Picking up Trash,I Became the King by Scavenging,I Rely on Picking up Trash to Become a King,Scavenger King,レベル1の最強スカベンジャー,Wo Kao Jian Lese Shang Wangzhe,Wǒ Kào Jiǎn Lèsè Shàng Wángzhě,Junk to King: I Am a Scavenger",,https://anilist.co/manga/181714,https://www.mangaupdates.com/series/mm8bowb
E33Swavd,Holy Hella's Ultimate End,Dropped,0,Manhwa,37,2025-05-31,"Voy a aniquilar esta tierra,이 나라를 없앨 예정인데요,I'm Going to Destroy This Country,I'm Gonna Annihilate This Land,I Will Raze This Land,I'm Going to Wipe Out This Country,聖者ですが、この国を滅ぼします,Holy Hella's Ultimate End",https://myanimelist.net/manga/178457,https://anilist.co/manga/187601,https://www.mangaupdates.com/series/rnp892s
COc5bRIV,House Mayton's Youngest,Dropped,0,Manhwa,91,2025-04-03,"Mabeommyeongga Mangnaeadeul,Moi, Mage et Méchant,The Youngest Son of a Magician,名門魔術師一家の出来損ない,法师家族的恶少小儿子,The Youngest Son of a Magician,House Mayton's Youngest,Moi, Mage et Méchant,名門魔術師一家の出来損ない,法师家族的恶少小儿子,Youngest Scion of the Mages,El Hijo Menor del Renombrado Clan Mágico,Youngest Son of the Renowned Magic Clan,마법명가 막내아들",https://myanimelist.net/manga/153519,https://anilist.co/manga/156558,https://www.mangaupdates.com/series/ntbq5qj
SCCu8cJ1,The Descent of the Demonic Master,Dropped,0,Manhwa,161,2024-09-08,"마존현세강림기,Şeytani Egemenin Düşüşü (TR),Нисхождение демонического мастера,نزول السيد الشيطاني,Majon Hyeonse Ganglimgi,Пришестя повелителя демонів,Descent of the Demon Master,Kızıl İblis’in Dönüşü,The Return of the Demon Master,Kızıl İblis’in Dönüşü",https://myanimelist.net/manga/148070,https://anilist.co/manga/113607,https://www.mangaupdates.com/series/oyq1b0h
TLRWRnjp,Return From the Abyss,Dropped,0,Manga,31,2025-07-27,"Return From the Depth,Return From the Depths,Возвращение из недр бездны,Return From the Abyss,深淵からの帰還,Return From The Depths",,https://anilist.co/manga/193816,https://www.mangaupdates.com/series/30q210d
W_S5_FzL,The Frozen Player Returns,Dropped,0,Manhwa,139,2024-09-11,"凍結したプレイヤーの帰還,闇夜英雄破冰而出,얼어붙은 플레이어의 귀환,冰封玩家归来,Возвращение замороженного игрока,O Jogador Congelado Retorna,The Frozen Player Returns (piccoma),Le retour du joueur qui était congelé,Le retour du joueur de gel,Return of the Frozen Player,The Frozen Player Returns,O Retorno Do Jogador Congelado,การกลับมาของเพลเยอร์แช่แข็ง,Eoreobuteun Peulleieoui Gwihwan,Eoreobuteun Player ui Gwihwan",https://myanimelist.net/manga/148156,https://anilist.co/manga/130870,https://www.mangaupdates.com/series/6iabio1
YQ8P9Pg7,My Dad Is Too Strong,Dropped,0,Manhwa,150,2023-10-07,"Appaga Nomu Kangham,父は完全無欠の最強ハンター,Мой папа слишком сильный,아빠가 너무 강함,Daddy Is Too Strong,我爸太强了,我爸太强了！,我爸太强了,我爸太强了！",https://myanimelist.net/manga/148620,https://anilist.co/manga/122110,https://www.mangaupdates.com/series/cot7tdp
TUF5cnif,Eoneu Mabeopsa ui Sikdang,Dropped,0,Manhwa,69,2025-02-08,"Đại Pháp Sư Mở Nhà Hàng,어느 마법사의 식당,The Wizard's Restaurant,ครัวจอมเวท,異世界的美味魔法,The Archmage's Restaurant,魔法使いの異世界レストラン,Magician's Restaurant,Eoneu Mabeopsa ui Sikdang",https://myanimelist.net/manga/165757,https://anilist.co/manga/174104,https://www.mangaupdates.com/series/31pnhwu
HRi7wJiD,The Academy's Genius Swordsman,Dropped,0,Manhwa,73,2024-11-04,"아카데미의 천재칼잡이,Academy ui Cheonjae Kaljabi,Academy's Genius Swordmaster,Academy's Genius Swordsman,Der geniale Schwertkämpfer der Akademie,L'épéiste prodige de l'académie,El maestro genio de la espada de la academia,El maestro de la espada genio de la academia,El increíble maestro de la espada,アカデミーの天才剣士,Academy Genius Swordsman,皇家学院的天才剑豪,The Academy's Genius Swordsman,學院天才劍客",https://myanimelist.net/manga/162700,https://anilist.co/manga/167649,https://www.mangaupdates.com/series/iq7rqvq
GHKH5mv0,The Academy’s Genius Tamer,Dropped,0,Manhwa,22,2024-09-30,"아카데미의 천재 테이머,The Academy's Genius Tamer,Academy's Genius Tamer,The Genius Tamer of the Academy",https://myanimelist.net/manga/173809,https://anilist.co/manga/183698,https://www.mangaupdates.com/series/nahdmoa
SE2i0O8Y,My Insanely Strong Henchmen,Dropped,0,Manhwa,32,2023-07-11,"내 부하들이 미친듯이 유능하다,家来たちがガチで優秀すぎた件,Thuộc Hạ Cực Kỳ Tài Năng Của Tôi,我的疯批部下超级有能力,Nae Buhadeuri Michindeusi Yuneunghada,My Insanely Strong Henchmen,My Insanely Competent Underlings,Tengo subordinados estúpidamente fuertes,Crazy Strong Acolytes,My Insanely Strong Henchmen",https://myanimelist.net/manga/154656,https://anilist.co/manga/158488,https://www.mangaupdates.com/series/1y5nute
xB8MSvtf,The Infinite Mage,Dropped,0,Manhwa,128,2025-07-26,"무한의 마법사,Infinite Wizard,Infinite Mage,Mago do infinito,จอมเวทไร้ขีดจำกัด,无限魔法师,無限の魔法使い,無限魔法師,El mago infinito,The Infinite Mage,Безграничный волшебник,Penyihir tak Terhingga,Đại Pháp Sư Toàn Năng,Muhanui Mabeopsa",https://myanimelist.net/manga/154692,https://anilist.co/manga/159930,https://www.mangaupdates.com/series/ev4ygbg
6wFG0hji,Boundless Necromancer,Dropped,0,Manhwa,123,2025-02-10,"나 혼자 특성빨로 무한 성장,Boundless Necromancer,Некромант, не знающий границ,Мой сольный бесконечный рост,Boundless Ascension,Nigromante sin límites,The Boundless Necromancer,Na Honja Teukseong Ppallo Muhan Seongjang,นักล่าไร้ลิมิต,俺だけチート特性で無限成長,靠神級天賦無限成長,靠神级天赋无限成长",https://myanimelist.net/manga/155178,https://anilist.co/manga/159439,https://www.mangaupdates.com/series/qe0uj7a
Femq5lLp,Wǒ Qìyuēle Wǒ Zìjǐ,Dropped,0,Manhua,95,2025-05-30,"I Contracted Myself,Contracting Myself,The Awakening Contract,我契约了我自己,I Made a Contract With Myself,己を召喚せし者",,https://anilist.co/manga/181993,https://www.mangaupdates.com/series/dwfgb05
2UoNc3OS,The Skeleton Soldier Failed to Defend the Dungeon,Dropped,0,Manhwa,290,2024-07-04,"骸骨兵士はダンジョンを守れなかった,骷髅骑士没能守住副本,SZKIELET,Воин-скелет не смог удержать подземелье,O Soldado Esqueleto Que Não Conseguia Proteger a Dungeon,해골병사는 던전을 지키지 못했다,骷髏士兵卷土重來,Skeleton Soldier Couldn't Protect the Dungeon,Воин-скелет не смог защитить подземелье,从1级开始的异世界骑士,Skeleton Soldier,Gaikotsu heishi wa Danjon o mamorenakatta,Skeletal Soldiers Could Not Protect the Dungeon",https://myanimelist.net/manga/146761,https://anilist.co/manga/103156,https://www.mangaupdates.com/series/drc19gf
v92Ynyy3,The Dragon Slayer's Regression on Another Level,Dropped,0,Manhwa,58,2025-11-29,"Yongsaljaui Keullaeseuga Dareun Hoegwi,Dragonslayer's Class Regression,Бесподобная регрессия убийцы драконов,Новый класс убийцы драконов,竜殺者の「格」の違う回帰,용살자의 클래스가 다른 회귀,A Dragonslayer's Peerless Regression",https://myanimelist.net/manga/177604,https://anilist.co/manga/185978,https://www.mangaupdates.com/series/5bc7r73
lFOPSW69,Iron Emperor,Dropped,0,Manhwa,49,2025-07-19,"Emperor of Steel,Gangcheoldaeje,Emperador de acero,Steel Emperor,강철대제",https://myanimelist.net/manga/177223,https://anilist.co/manga/187602,https://www.mangaupdates.com/series/i2rp8eu
7j6YU2d0,Ranker's Return,Dropped,0,Manhwa,193,2025-06-05,"Ranker's Return (2021),ランカーの帰還,Возвращение ранкера,榜上玩家的归还,랭커의 귀환 (2021),Ranker's Return (Remake),การกลับมาของแรงเกอร์,Cao Thủ Trở Lại,戰神歸來",https://myanimelist.net/manga/184894,https://anilist.co/manga/137969,https://www.mangaupdates.com/series/qd1drv8
_Bg9zTMa,Max Level Doctor Returns,Dropped,0,Manhwa,47,2025-05-09,"Return of the Max-Level Doctor,最強ドクターリターンズ,만렙 닥터 리턴즈",,https://anilist.co/manga/201989,https://www.mangaupdates.com/series/jh95pft
6fhIgNkN,The Swordmaster's Son,Dropped,0,Manhwa,140,2024-12-01,"Youngest Son of the Renowned Swordsmanship Clan,검술명가 막내아들,The Youngest Son of a Renowned Family of Swordsmen,Младший сын фехтовальщика,Swordmaster's Youngest Son,El hijo menor del maestro de la espada",https://myanimelist.net/manga/146949,https://anilist.co/manga/149332,https://www.mangaupdates.com/series/y1efy8l
n2jyVSjm,Tower of God,Dropped,0,Manhwa,,0000-00-00,"Torre de Deus,Kami no Tou,Sin-ui Tab,Башня Бога,برج الإله,神之塔,신의 탑,Guds Torn,Isten Tornya,Menara Dewa,Sinui Tap,Tanrının Kulesi,Toi La Ai,Torre de Dios,Turm Gottes,Turnul lui Dumnezeu,Wieża Boga,برج,神の塔,Dievo Bokštas,ทาวเวอร์ออฟก๊อด หอคอยเทพเจ้า,Torre de Déu,神之塔,Tanrı'nın Kulesi,TOG,Tower of God",https://myanimelist.net/manga/122663,https://anilist.co/manga/85143,https://www.mangaupdates.com/series/5z98aus
dgUAVzyj,Versatile Mage,Dropped,0,Manhua,,0000-00-00,"Quanzhi Fashi,Toàn Chức Pháp Sư,全职法师,Full-Time Magister,Versatile Magician,All-Duties Mage,Маг на полную ставку,전직법사,全能魔導士,ADM,全職法師,Versatile Mage",https://myanimelist.net/manga/134230,https://anilist.co/manga/108984,https://www.mangaupdates.com/series/b3e6qm8
H5vSGWiZ,Tomb Raider King,Dropped,0,Manhwa,,0000-00-00,"盗掘王,盜墓王,我独自盗墓,Расхититель гробниц,Grave Robber - King,TRK,Dogul Wang,도굴왕,Raja Penjarah Makam,King of Excavation,Vua Trộm Mộ,El Rey de las Tumbas,King of Thief,The King of Robbers,Tomb RaIder (Yoonz),Toukutsuou,Великий расхититель гробниц",https://myanimelist.net/manga/130216,https://anilist.co/manga/110462,https://www.mangaupdates.com/series/khaoov3
MkndS48p,Kyuuseishu «Messiah» ~Isekai wo Sukutta Motoyuusha ga Mamono no Afureru Genjitsu Sekai wo Musou Suru~,Dropped,0,Manga,9,2023-01-25,"The Savior «Messiah»: The Former Hero Who Saved Another World Beats the Real World Full of Monsters,Kyuuseishu «Messiah» ~Isekai o Sukutta Motoyuusha ga Mamono no Afureru Genjitsu Sekai o Musou Suru~,救世主《メシア》～異世界を救った元勇者が魔物のあふれる現実世界を無双する～,Kyūseishu “Messiah” ~ Isekai o Sukutta Moto Yūsha ga Mamono no Afureru Genjitsu Sekai o Musō Suru ~,เมสสิยาห์ <ผู้มาโปรด> ~เมื่ออดีตผู้กล้าหวนกลับมากู้โลก~,救世主《彌賽亞》～曾拯救異世界的前勇者在滿是魔物的現實世界展露無敵身手～,구세주 《메시아》 ~이세계를 구한 전 용사가 마물이 넘쳐나는 현실세계를 무쌍한다~,救世主《弥赛亚》～曾拯救异世界的前勇者在满是魔物的现实世界展露无敌身手～,Мессия. Спасший другой мир становится сильнейшим на Земле, полной демонов",https://myanimelist.net/manga/151767,https://anilist.co/manga/154906,https://www.mangaupdates.com/series/pmpit16
V0FcZNhk,Dr. Choi Giseok Levels Up,Dropped,0,Manhwa,71,2023-08-15,"Dr. Choi Giseok Levels Up,Level-Up Doctor Choi GiSeok,レベルアップドクター チェ・ギソク,升级医生崔基石,Level Up Doctor Choi Kiseok,Level Up Doctor Choi Ki-seok,Повышение уровня Доктор Чхве Ки Сок,레벨업 닥터 최기석,Level-Up Doctor",https://myanimelist.net/manga/158103,https://anilist.co/manga/151130,https://www.mangaupdates.com/series/8v0wzfs
nal_0ufZ,Re:Monster,Dropped,0,Manga,86,2022-12-18,"Перерождение: Монстр,リ・モンスター,Re:Monster ราชันชาติอสูร,重．怪物,Re:Monster,Re:Monsta,Reincarnated: Monster,Re：Monster",https://myanimelist.net/manga/73271,https://anilist.co/manga/85495,https://www.mangaupdates.com/series/dsih9zl
MjEuyj1b,Isekai Tensei Soudouki,Dropped,0,Manga,86,2023-10-18,"Notes de ma réincarnation dans un autre monde,Реинкарнация и растроение личности,异世界转生骚动记,이세계 전생 소동기,異世界転生騒動記,Multi-mind Mayhem,Annals Of Otherworld Reincarnation Strife,Different World Reincarnation Riot Report,Multi-Mind Mayhem: Isekai Tensei Soudouki",https://myanimelist.net/manga/89703,https://anilist.co/manga/95098,https://www.mangaupdates.com/series/iqdu85g
ExsLZu7I,A Returner's Magic Should Be Special,Dropped,0,Manhwa,204,2022-09-27,"La magia de un retornado debe ser especial,帰還者の魔法は特別です,귀환자의 마법은 특별해야 합니다,พลังขั้นเทพของจอมเวทจุติใหม่,重生者的魔法一定要特別,Magician who Reversing Time,Магия вернувшегося должна быть особенной,Returner’s Special Magic,归还者的魔法要特别,Ma thuật đặc biệt của phù thủy quay ngược thời gian,Gwihwanjaui Mabeobeun Teukbyeolhaeya Hamnida,A Magia de um Retornado Tem de Ser Especial,Gwihwanjaui Mabeobeun,Kikan-sha no mahou wa tokubetsudesu,귀환자의 마법은 특별해야 합니다 (Original),Магія поверненого має бути особливою",https://myanimelist.net/manga/132247,https://anilist.co/manga/105393,https://www.mangaupdates.com/series/0rpf7qa
7NMsc0IH,The New Gate,Dropped,0,Manga,91,2023-07-31,"La nouvelle Porte,Nauji Vartai,Новые Врата,เดอะ นิวเกท,ザ・ニュー・ゲート,더뉴게이트,The New Gate,Yeni Kapı,Yeni darvaza,New Gate,Yeni Geçit,ザ ニュー ゲート",https://myanimelist.net/manga/82427,https://anilist.co/manga/85978,https://www.mangaupdates.com/series/8a39ucd
yDm32aOJ,The Beginning After the End,Dropped,0,,163,2022-10-08,"O começo depois do fim,TBATE,三岁开始做王者,最強の王様、二度目の人生は何をする？,끝이 아닌 시작,Начало после конца,El comienzo después del fin,La Vida Después de la Muerte,সমাপ্তির পর সূচনা,Початок після кінця,Oxiridan Keyingi Boshlanish,The Beginning after the End,آغاز پس از پایان",,,https://www.mangaupdates.com/series/rwg23en
1CvYWPT1,The Archmage Returns After 4000 Years,Dropped,0,Manhwa,144,2022-10-08,"4000년 만에 귀환한 대마도사,4000Nyeon Mane Gwihwanhan Daemadosa,Sang Penyihir Agung Kembali Setelah 4000 Tahun,Архимаг, который вернулся спустя 4000 лет,The Great Mage Returns After 4000 Years,الساحر العظيم يعود بعد 4000 عام,بازگشت ساحر اعظم پس از ۴ هزار سال,มหาจอมเวทผู้กลับมาอีกครั้งหลัง 4000 ปี,جادوگر بزرگ پس از ۴۰۰۰ سال برمی‌گردد,Kembalinya Sang Archmage Setelah 4000 Tahun,4000年后重生异世界的大魔导师,El Retorno del Gran Mago Después de 4000 Años,4000年ぶりに帰還した大魔導士,4000年後重生的大魔導士,四千年后重生异世界的大魔导师,Le retour du grand Mage,4000 Nyeon Mane Gwihwanhan Daemadosa,Архимаг, который вернулся 4000 лет спустя,Die Rückkehr des großen Magiers,Архимаг, который вернулся спустя четыре тысячи лет,El flipante mago regresa después de 4 milenios,Die Rückkehr des grossen Magiers,El gran mago regresa después de 4000 años",https://myanimelist.net/manga/147693,https://anilist.co/manga/118424,https://www.mangaupdates.com/series/7u8zgak
QZF_78Xz,The Lazy Lord Masters the Sword,Dropped,0,Manhwa,90,2023-09-24,"나태 공자, 노력 천재 되다,Reformation of the Deadbeat Noble,The Lazy Prince Becomes a Genius,От нерадивого аристократа до усердного гения,怠惰公子、努力の天才になる,懶惰公子成長記,A Superação do Nobre Vagabundo,ชีวิตพลิกผันของลอร์ดผู้เกียจคร้าน,Natae Gongja, Nolyeog Cheonjae Doeda,Der faule Lord meistert die Schwertkunst",https://myanimelist.net/manga/146827,https://anilist.co/manga/135325,https://www.mangaupdates.com/series/jz0mbfy
AnMFJvT8,Na-man Boneun Tap Gongnakjip,Dropped,0,Manhwa,76,2025-07-27,"나만 보는 탑 공략집,My Exclusive Tower Guide,Meu Guia Exclusivo da Torre,Tengo la guía exclusiva de la torre,คู่มือกลยุทธ์พิชิตหอคอย,俺だけが知る塔攻略法,唯我可见的高塔攻略,我的專屬高塔攻略,A Collection of Top Strategies That Only I See,Tengo la guía exclusiva de la torre,俺だけが知る塔攻略法,唯我可见的高塔攻略,我的專屬高塔攻略,My Very Own Tower Strategy Guide,คู่มือกลยุทธ์พิชิตหอคอย",https://myanimelist.net/manga/170625,https://anilist.co/manga/177012,https://www.mangaupdates.com/series/9we9jie
ieNorEEW,The Return of the Disaster-Class Hero,Dropped,0,Manhwa,69,2023-07-19,"재앙급 영웅님이 귀환하셨다,Возвращение героя катастрофы,بازگشت قهرمان سطح فاجعه,Felaket Kahramanın Dirilişi,Return of the Disaster-Level Hero,A Disaster Class Hero Has Returned,Возвращение героя уровня катастрофы,災いクラスの俺様英雄の帰還,災難級英雄歸來,灾难级英雄归来,Jaeanggeum Yeongungnimi Gwihwanhasyeotda,Jaeang-geup Yeongung-nim-i Gwihwan Hasyeotda,การกลับมาของฮีโร่ระดับหายนะ,Resurrection of the Catastrophic Hero",https://myanimelist.net/manga/149013,https://anilist.co/manga/143056,https://www.mangaupdates.com/series/jv1z73a
